,Date,MinTemp,MaxTemp
67200,2008-07-01,9.5,15.4
67201,2008-07-02,11.0,14.5
67202,2008-07-03,8.4,14.1
67203,2008-07-04,9.1,14.5
67204,2008-07-05,4.3,15.5
67205,2008-07-06,5.5,15.4
67206,2008-07-07,11.5,14.3
67207,2008-07-08,6.9,10.4
67208,2008-07-09,3.6,14.8
67209,2008-07-10,4.2,13.5
67210,2008-07-11,7.4,13.5
67211,2008-07-12,6.6,11.3
67212,2008-07-13,8.4,14.3
67213,2008-07-14,7.4,18.9
67214,2008-07-15,8.4,17.6
67215,2008-07-16,6.2,16.4
67216,2008-07-17,7.5,13.6
67217,2008-07-18,9.1,12.4
67218,2008-07-19,6.4,14.1
67219,2008-07-20,8.3,14.0
67220,2008-07-21,8.5,13.4
67221,2008-07-22,6.2,12.6
67222,2008-07-23,6.6,11.9
67223,2008-07-24,4.2,16.1
67224,2008-07-25,3.8,16.1
67225,2008-07-26,4.7,13.3
67226,2008-07-27,6.6,10.2
67227,2008-07-28,6.0,13.8
67228,2008-07-29,3.4,14.4
67229,2008-07-30,4.4,15.2
67230,2008-07-31,6.5,15.4
67231,2008-08-01,9.7,14.7
67232,2008-08-02,8.6,15.3
67233,2008-08-03,7.9,14.9
67234,2008-08-04,9.7,13.6
67235,2008-08-05,5.6,15.0
67236,2008-08-06,7.2,16.6
67237,2008-08-07,6.8,15.4
67238,2008-08-08,4.4,14.7
67239,2008-08-09,5.3,13.4
67240,2008-08-10,5.6,12.2
67241,2008-08-11,5.1,13.5
67242,2008-08-12,7.3,13.2
67243,2008-08-13,5.5,13.0
67244,2008-08-14,7.4,14.1
67245,2008-08-15,9.9,14.2
67246,2008-08-16,8.5,14.3
67247,2008-08-17,7.8,12.9
67248,2008-08-18,6.7,14.3
67249,2008-08-19,6.2,15.2
67250,2008-08-20,9.7,15.3
67251,2008-08-21,9.7,9.9
67252,2008-08-22,5.9,12.8
67253,2008-08-23,4.8,14.2
67254,2008-08-24,7.4,14.2
67255,2008-08-25,3.2,14.3
67256,2008-08-26,5.9,17.3
67257,2008-08-27,7.4,15.3
67258,2008-08-28,9.3,14.9
67259,2008-08-29,7.3,19.3
67260,2008-08-30,8.6,18.2
67261,2008-08-31,13.0,18.6
67262,2008-09-01,8.0,16.4
67263,2008-09-02,10.1,17.2
67264,2008-09-03,9.2,15.8
67265,2008-09-04,5.4,18.5
67266,2008-09-05,7.5,19.0
67267,2008-09-06,7.3,18.9
67268,2008-09-07,10.2,17.5
67269,2008-09-08,9.7,15.2
67270,2008-09-09,10.3,14.6
67271,2008-09-10,6.0,19.7
67272,2008-09-11,9.3,18.9
67273,2008-09-12,14.0,24.5
67274,2008-09-13,16.3,25.5
67275,2008-09-14,15.5,18.8
67276,2008-09-15,12.5,16.8
67277,2008-09-16,7.2,14.3
67278,2008-09-17,4.8,18.4
67279,2008-09-18,8.9,18.9
67280,2008-09-19,14.4,24.9
67281,2008-09-20,10.8,19.2
67282,2008-09-21,6.5,19.8
67283,2008-09-22,12.9,23.1
67284,2008-09-23,5.1,18.2
67285,2008-09-24,7.2,18.6
67286,2008-09-25,8.0,23.4
67287,2008-09-26,14.7,28.2
67288,2008-09-27,11.7,24.0
67289,2008-09-28,11.6,20.7
67290,2008-09-29,9.0,15.2
67291,2008-09-30,8.3,17.5
67292,2008-10-01,6.7,22.4
67293,2008-10-02,14.4,24.5
67294,2008-10-03,10.9,26.2
67295,2008-10-04,11.5,17.6
67296,2008-10-05,5.7,21.8
67297,2008-10-06,10.0,14.3
67298,2008-10-07,8.0,16.0
67299,2008-10-08,10.1,16.2
67300,2008-10-09,10.1,20.0
67301,2008-10-10,8.0,26.3
67302,2008-10-11,9.7,27.9
67303,2008-10-12,14.2,30.6
67304,2008-10-13,15.7,19.3
67305,2008-10-14,10.1,17.5
67306,2008-10-15,9.9,20.1
67307,2008-10-16,12.3,20.6
67308,2008-10-17,10.7,22.7
67309,2008-10-18,12.3,31.7
67310,2008-10-19,15.0,18.1
67311,2008-10-20,11.6,17.5
67312,2008-10-21,11.1,17.5
67313,2008-10-22,9.3,16.5
67314,2008-10-23,6.6,21.2
67315,2008-10-24,10.3,25.3
67316,2008-10-25,11.9,28.9
67317,2008-10-26,21.5,30.5
67318,2008-10-27,17.7,22.0
67319,2008-10-28,13.0,19.3
67320,2008-10-29,10.7,21.7
67321,2008-10-30,13.2,29.9
67322,2008-10-31,16.1,21.2
67323,2008-11-01,12.4,18.4
67324,2008-11-02,12.5,29.1
67325,2008-11-03,14.6,18.3
67326,2008-11-04,10.7,17.3
67327,2008-11-05,8.6,26.7
67328,2008-11-06,11.5,24.0
67329,2008-11-07,12.5,21.5
67330,2008-11-08,12.8,19.7
67331,2008-11-09,11.3,27.1
67332,2008-11-10,13.0,23.4
67333,2008-11-11,12.9,32.0
67334,2008-11-12,16.7,35.4
67335,2008-11-13,20.7,34.2
67336,2008-11-14,14.9,21.4
67337,2008-11-15,12.0,22.7
67338,2008-11-16,11.7,17.4
67339,2008-11-17,11.7,19.2
67340,2008-11-18,10.2,19.9
67341,2008-11-19,14.0,21.0
67342,2008-11-20,14.9,16.9
67343,2008-11-21,10.8,20.6
67344,2008-11-22,7.9,15.5
67345,2008-11-23,8.2,18.2
67346,2008-11-24,12.7,17.6
67347,2008-11-25,10.3,26.2
67348,2008-11-26,11.9,29.8
67349,2008-11-27,17.4,30.6
67350,2008-11-28,15.5,20.7
67351,2008-11-29,13.7,19.6
67352,2008-11-30,10.2,25.2
67353,2008-12-01,11.8,20.8
67354,2008-12-02,10.7,23.1
67355,2008-12-03,14.3,19.9
67356,2008-12-04,10.4,25.6
67357,2008-12-05,15.1,32.9
67358,2008-12-06,15.9,25.0
67359,2008-12-07,11.1,19.4
67360,2008-12-08,11.4,22.4
67361,2008-12-09,11.5,19.5
67362,2008-12-10,13.1,19.6
67363,2008-12-11,11.9,22.8
67364,2008-12-12,14.1,22.5
67365,2008-12-13,15.7,17.1
67366,2008-12-14,12.8,19.7
67367,2008-12-15,13.2,21.4
67368,2008-12-16,13.0,19.9
67369,2008-12-17,13.7,21.3
67370,2008-12-18,14.1,20.3
67371,2008-12-19,10.9,18.7
67372,2008-12-20,9.9,21.2
67373,2008-12-21,12.5,30.4
67374,2008-12-22,17.3,35.2
67375,2008-12-23,16.1,21.1
67376,2008-12-24,12.7,24.4
67377,2008-12-25,14.9,22.9
67378,2008-12-26,13.9,28.9
67379,2008-12-27,16.8,27.2
67380,2008-12-28,14.8,27.8
67381,2008-12-29,14.8,21.5
67382,2008-12-30,14.5,24.2
67383,2008-12-31,12.9,24.1
67384,2009-01-01,14.7,20.4
67385,2009-01-02,10.0,18.6
67386,2009-01-03,9.2,20.4
67387,2009-01-04,11.6,27.6
67388,2009-01-05,13.6,26.1
67389,2009-01-06,15.8,30.2
67390,2009-01-07,17.6,20.9
67391,2009-01-08,12.6,19.8
67392,2009-01-09,12.6,21.8
67393,2009-01-10,13.3,23.4
67394,2009-01-11,14.3,23.4
67395,2009-01-12,13.7,25.0
67396,2009-01-13,13.9,37.8
67397,2009-01-14,20.4,32.6
67398,2009-01-15,15.7,24.6
67399,2009-01-16,15.1,21.5
67400,2009-01-17,14.5,20.1
67401,2009-01-18,12.1,25.1
67402,2009-01-19,13.7,35.8
67403,2009-01-20,19.8,40.5
67404,2009-01-21,17.2,28.8
67405,2009-01-22,18.2,35.6
67406,2009-01-23,14.6,31.8
67407,2009-01-24,16.3,23.4
67408,2009-01-25,13.0,27.1
67409,2009-01-26,14.4,25.5
67410,2009-01-27,16.6,36.4
67411,2009-01-28,18.8,43.4
67412,2009-01-29,25.7,44.3
67413,2009-01-30,25.7,45.1
67414,2009-01-31,22.5,30.5
67415,2009-02-01,20.3,33.8
67416,2009-02-02,20.8,28.5
67417,2009-02-03,20.5,30.2
67418,2009-02-04,16.8,30.2
67419,2009-02-05,19.8,29.2
67420,2009-02-06,17.9,33.1
67421,2009-02-07,18.7,46.4
67422,2009-02-08,18.6,22.5
67423,2009-02-09,16.1,21.4
67424,2009-02-10,14.1,21.2
67425,2009-02-11,14.3,20.2
67426,2009-02-12,14.4,23.7
67427,2009-02-13,12.8,28.0
67428,2009-02-14,14.0,28.4
67429,2009-02-15,14.8,29.6
67430,2009-02-16,16.0,30.1
67431,2009-02-17,15.8,31.7
67432,2009-02-18,17.0,27.8
67433,2009-02-19,16.8,30.5
67434,2009-02-20,18.0,24.6
67435,2009-02-21,17.4,23.8
67436,2009-02-22,16.9,25.5
67437,2009-02-23,16.2,35.0
67438,2009-02-24,14.3,21.3
67439,2009-02-25,14.1,21.6
67440,2009-02-26,14.2,31.2
67441,2009-02-27,14.3,34.0
67442,2009-02-28,16.1,23.2
67443,2009-03-01,14.5,19.8
67444,2009-03-02,15.3,25.6
67445,2009-03-03,16.8,32.5
67446,2009-03-04,14.0,19.0
67447,2009-03-05,12.5,17.6
67448,2009-03-06,12.6,20.1
67449,2009-03-07,13.0,20.4
67450,2009-03-08,14.7,21.2
67451,2009-03-09,9.7,25.2
67452,2009-03-10,13.5,26.2
67453,2009-03-11,15.8,29.8
67454,2009-03-12,18.2,25.2
67455,2009-03-13,17.7,29.0
67456,2009-03-14,18.6,23.3
67457,2009-03-15,12.0,18.9
67458,2009-03-16,12.7,21.9
67459,2009-03-17,13.9,20.1
67460,2009-03-18,14.3,28.5
67461,2009-03-19,14.8,33.1
67462,2009-03-20,16.8,23.8
67463,2009-03-21,15.4,34.6
67464,2009-03-22,20.4,25.6
67465,2009-03-23,14.7,19.9
67466,2009-03-24,13.8,21.1
67467,2009-03-25,15.7,23.9
67468,2009-03-26,15.4,24.0
67469,2009-03-27,12.7,20.5
67470,2009-03-28,9.7,26.7
67471,2009-03-29,11.3,24.7
67472,2009-03-30,14.0,22.5
67473,2009-03-31,14.5,30.1
67474,2009-04-01,15.4,29.8
67475,2009-04-02,16.9,32.8
67476,2009-04-03,21.2,24.7
67477,2009-04-04,11.3,19.6
67478,2009-04-05,12.5,20.1
67479,2009-04-06,9.2,17.2
67480,2009-04-07,11.4,18.4
67481,2009-04-08,12.3,19.9
67482,2009-04-09,13.7,24.4
67483,2009-04-10,13.9,19.5
67484,2009-04-11,14.4,22.5
67485,2009-04-12,12.3,21.9
67486,2009-04-13,9.8,26.2
67487,2009-04-14,12.1,28.8
67488,2009-04-15,12.9,17.7
67489,2009-04-16,7.3,20.5
67490,2009-04-17,13.2,21.9
67491,2009-04-18,13.8,19.2
67492,2009-04-19,14.0,19.1
67493,2009-04-20,8.7,22.0
67494,2009-04-21,9.4,24.6
67495,2009-04-22,9.8,25.1
67496,2009-04-23,11.3,22.8
67497,2009-04-24,15.1,18.2
67498,2009-04-25,12.3,19.0
67499,2009-04-26,9.1,13.6
67500,2009-04-27,8.4,14.4
67501,2009-04-28,7.7,14.4
67502,2009-04-29,6.0,13.8
67503,2009-04-30,2.9,18.0
67504,2009-05-01,5.8,14.9
67505,2009-05-02,7.5,18.6
67506,2009-05-03,5.9,19.2
67507,2009-05-04,8.9,16.8
67508,2009-05-05,7.0,17.2
67509,2009-05-06,8.4,17.0
67510,2009-05-07,11.0,17.5
67511,2009-05-08,12.6,16.9
67512,2009-05-09,13.0,16.5
67513,2009-05-10,11.2,18.2
67514,2009-05-11,8.2,17.8
67515,2009-05-12,9.5,17.5
67516,2009-05-13,9.8,17.0
67517,2009-05-14,12.3,17.0
67518,2009-05-15,14.0,19.7
67519,2009-05-16,11.5,16.4
67520,2009-05-17,11.6,17.4
67521,2009-05-18,8.4,18.0
67522,2009-05-19,8.2,21.1
67523,2009-05-20,9.1,21.3
67524,2009-05-21,9.2,15.7
67525,2009-05-22,5.9,20.3
67526,2009-05-23,7.3,22.8
67527,2009-05-24,11.5,20.8
67528,2009-05-25,18.0,21.7
67529,2009-05-26,12.8,18.4
67530,2009-05-27,7.6,15.8
67531,2009-05-28,9.5,16.4
67532,2009-05-29,6.3,16.3
67533,2009-05-30,9.0,16.1
67534,2009-05-31,6.5,15.0
67535,2009-06-01,6.8,14.8
67536,2009-06-02,10.3,15.1
67537,2009-06-03,11.7,18.2
67538,2009-06-04,12.3,17.5
67539,2009-06-05,6.9,17.8
67540,2009-06-06,5.5,14.3
67541,2009-06-07,6.9,14.6
67542,2009-06-08,10.1,14.3
67543,2009-06-09,7.1,12.6
67544,2009-06-10,5.7,12.7
67545,2009-06-11,6.0,12.4
67546,2009-06-12,5.3,10.8
67547,2009-06-13,6.9,13.0
67548,2009-06-14,8.3,16.2
67549,2009-06-15,5.6,15.7
67550,2009-06-16,7.2,14.5
67551,2009-06-17,6.0,13.5
67552,2009-06-18,4.6,17.6
67553,2009-06-19,5.1,18.2
67554,2009-06-20,6.9,15.3
67555,2009-06-21,10.8,16.1
67556,2009-06-22,9.9,17.6
67557,2009-06-23,8.6,16.6
67558,2009-06-24,11.0,17.6
67559,2009-06-25,5.5,15.0
67560,2009-06-26,7.1,16.4
67561,2009-06-27,7.9,14.9
67562,2009-06-28,5.0,16.1
67563,2009-06-29,5.6,17.8
67564,2009-06-30,13.0,19.4
67565,2009-07-01,10.9,15.6
67566,2009-07-02,9.5,13.5
67567,2009-07-03,8.1,13.3
67568,2009-07-04,8.9,15.1
67569,2009-07-05,8.8,13.2
67570,2009-07-06,7.1,13.7
67571,2009-07-07,7.6,14.2
67572,2009-07-08,3.4,15.0
67573,2009-07-09,4.2,16.9
67574,2009-07-10,5.8,15.1
67575,2009-07-11,9.3,14.3
67576,2009-07-12,10.8,15.7
67577,2009-07-13,9.0,15.6
67578,2009-07-14,8.1,13.9
67579,2009-07-15,9.0,13.6
67580,2009-07-16,6.5,14.7
67581,2009-07-17,5.0,15.0
67582,2009-07-18,6.6,13.6
67583,2009-07-19,8.2,15.5
67584,2009-07-20,10.8,19.0
67585,2009-07-21,12.8,19.6
67586,2009-07-22,12.3,16.8
67587,2009-07-23,7.1,14.5
67588,2009-07-24,3.9,13.3
67589,2009-07-25,5.7,13.6
67590,2009-07-26,7.4,15.7
67591,2009-07-27,8.6,16.4
67592,2009-07-28,8.5,15.1
67593,2009-07-29,9.4,16.4
67594,2009-07-30,10.2,16.1
67595,2009-07-31,9.3,16.2
67596,2009-08-01,10.6,16.6
67597,2009-08-02,11.3,16.9
67598,2009-08-03,8.8,15.4
67599,2009-08-04,8.5,15.0
67600,2009-08-05,8.3,16.6
67601,2009-08-06,10.1,19.1
67602,2009-08-07,11.0,14.6
67603,2009-08-08,3.8,16.5
67604,2009-08-09,6.6,14.6
67605,2009-08-10,9.0,13.8
67606,2009-08-11,9.5,16.2
67607,2009-08-12,6.0,14.5
67608,2009-08-13,9.3,18.5
67609,2009-08-14,8.9,19.1
67610,2009-08-15,10.5,19.3
67611,2009-08-16,12.7,17.2
67612,2009-08-17,9.7,17.0
67613,2009-08-18,8.4,16.7
67614,2009-08-19,9.8,18.6
67615,2009-08-20,11.1,18.2
67616,2009-08-21,11.1,18.8
67617,2009-08-22,6.6,16.3
67618,2009-08-23,9.2,19.0
67619,2009-08-24,11.1,17.5
67620,2009-08-25,7.1,14.8
67621,2009-08-26,7.7,15.7
67622,2009-08-27,8.5,18.8
67623,2009-08-28,10.7,19.7
67624,2009-08-29,12.3,15.5
67625,2009-08-30,6.7,16.0
67626,2009-08-31,9.1,16.6
67627,2009-09-01,7.5,16.0
67628,2009-09-02,8.6,19.7
67629,2009-09-03,11.9,21.9
67630,2009-09-04,9.8,17.3
67631,2009-09-05,6.5,17.2
67632,2009-09-06,8.1,16.7
67633,2009-09-07,9.6,15.9
67634,2009-09-08,10.2,15.3
67635,2009-09-09,9.7,14.4
67636,2009-09-10,10.5,14.8
67637,2009-09-11,7.7,22.5
67638,2009-09-12,13.0,29.9
67639,2009-09-13,15.8,19.8
67640,2009-09-14,6.7,17.0
67641,2009-09-15,5.5,20.4
67642,2009-09-16,8.0,22.9
67643,2009-09-17,15.7,18.9
67644,2009-09-18,10.6,18.5
67645,2009-09-19,12.1,20.9
67646,2009-09-20,10.4,18.7
67647,2009-09-21,8.7,19.7
67648,2009-09-22,10.6,18.9
67649,2009-09-23,11.6,18.4
67650,2009-09-24,11.6,20.8
67651,2009-09-25,12.4,16.2
67652,2009-09-26,7.8,14.2
67653,2009-09-27,7.7,12.6
67654,2009-09-28,8.5,14.7
67655,2009-09-29,9.1,19.4
67656,2009-09-30,12.1,23.6
67657,2009-10-01,13.5,16.6
67658,2009-10-02,11.0,14.7
67659,2009-10-03,11.0,18.0
67660,2009-10-04,9.6,18.7
67661,2009-10-05,11.1,17.2
67662,2009-10-06,9.2,15.7
67663,2009-10-07,7.8,16.2
67664,2009-10-08,8.9,16.0
67665,2009-10-09,7.5,18.2
67666,2009-10-10,5.9,20.0
67667,2009-10-11,7.0,22.2
67668,2009-10-12,11.8,22.6
67669,2009-10-13,9.7,19.2
67670,2009-10-14,9.6,16.4
67671,2009-10-15,10.8,16.3
67672,2009-10-16,7.6,18.0
67673,2009-10-17,10.3,17.1
67674,2009-10-18,8.1,16.5
67675,2009-10-19,10.6,21.5
67676,2009-10-20,13.6,28.5
67677,2009-10-21,13.7,18.7
67678,2009-10-22,10.1,18.8
67679,2009-10-23,12.7,18.8
67680,2009-10-24,8.2,19.6
67681,2009-10-25,12.0,18.2
67682,2009-10-26,9.5,21.2
67683,2009-10-27,9.4,21.7
67684,2009-10-28,12.0,21.1
67685,2009-10-29,11.1,30.6
67686,2009-10-30,16.7,26.5
67687,2009-10-31,19.3,33.1
67688,2009-11-01,15.0,20.1
67689,2009-11-02,13.9,29.4
67690,2009-11-03,14.8,21.9
67691,2009-11-04,11.4,18.1
67692,2009-11-05,12.0,19.3
67693,2009-11-06,9.4,25.4
67694,2009-11-07,13.0,32.2
67695,2009-11-08,19.4,34.2
67696,2009-11-09,19.7,35.5
67697,2009-11-10,20.2,36.3
67698,2009-11-11,20.8,34.4
67699,2009-11-12,18.8,29.8
67700,2009-11-13,15.6,27.2
67701,2009-11-14,16.5,30.3
67702,2009-11-15,15.4,25.9
67703,2009-11-16,17.1,22.7
67704,2009-11-17,14.9,22.6
67705,2009-11-18,15.6,33.4
67706,2009-11-19,18.7,34.6
67707,2009-11-20,22.9,38.3
67708,2009-11-21,18.6,25.9
67709,2009-11-22,15.2,18.4
67710,2009-11-23,11.3,22.0
67711,2009-11-24,12.0,26.6
67712,2009-11-25,15.6,25.4
67713,2009-11-26,17.3,30.0
67714,2009-11-27,18.8,28.8
67715,2009-11-28,16.3,22.7
67716,2009-11-29,12.7,21.8
67717,2009-11-30,14.0,20.8
67718,2009-12-01,12.1,22.7
67719,2009-12-02,11.5,29.9
67720,2009-12-03,16.3,32.3
67721,2009-12-04,12.1,22.4
67722,2009-12-05,13.2,22.0
67723,2009-12-06,13.2,26.3
67724,2009-12-07,15.3,23.1
67725,2009-12-08,14.5,17.8
67726,2009-12-09,9.6,25.9
67727,2009-12-10,15.3,24.4
67728,2009-12-11,10.7,20.5
67729,2009-12-12,14.5,22.6
67730,2009-12-13,14.9,21.5
67731,2009-12-14,14.5,21.1
67732,2009-12-15,13.6,31.3
67733,2009-12-16,17.4,39.2
67734,2009-12-17,19.7,23.1
67735,2009-12-18,11.1,23.8
67736,2009-12-19,14.0,21.4
67737,2009-12-20,14.7,22.1
67738,2009-12-21,12.5,28.2
67739,2009-12-22,15.9,27.5
67740,2009-12-23,16.2,39.0
67741,2009-12-24,20.9,25.7
67742,2009-12-25,14.4,21.2
67743,2009-12-26,12.9,22.1
67744,2009-12-27,14.7,23.1
67745,2009-12-28,17.5,24.8
67746,2009-12-29,16.5,24.3
67747,2009-12-30,16.1,38.3
67748,2009-12-31,20.5,36.7
67749,2010-01-01,19.2,20.8
67750,2010-01-02,15.5,22.5
67751,2010-01-03,14.5,21.4
67752,2010-01-04,13.4,27.6
67753,2010-01-05,16.0,25.0
67754,2010-01-06,16.1,23.6
67755,2010-01-07,14.8,24.7
67756,2010-01-08,14.8,36.6
67757,2010-01-09,20.6,38.7
67758,2010-01-10,17.1,29.6
67759,2010-01-11,19.0,43.6
67760,2010-01-12,24.2,35.6
67761,2010-01-13,17.4,23.0
67762,2010-01-14,15.3,23.4
67763,2010-01-15,16.3,26.8
67764,2010-01-16,16.9,33.1
67765,2010-01-17,13.8,21.0
67766,2010-01-18,10.4,20.6
67767,2010-01-19,11.3,22.9
67768,2010-01-20,14.5,28.2
67769,2010-01-21,16.0,28.5
67770,2010-01-22,19.5,37.5
67771,2010-01-23,17.4,22.3
67772,2010-01-24,12.7,22.3
67773,2010-01-25,13.6,23.8
67774,2010-01-26,13.8,24.5
67775,2010-01-27,16.2,22.2
67776,2010-01-28,15.8,26.1
67777,2010-01-29,17.5,23.5
67778,2010-01-30,13.4,36.2
67779,2010-01-31,17.1,37.2
67780,2010-02-01,16.9,24.9
67781,2010-02-02,16.7,35.2
67782,2010-02-03,21.6,34.8
67783,2010-02-04,25.5,30.8
67784,2010-02-05,17.6,20.9
67785,2010-02-06,15.5,26.5
67786,2010-02-07,14.9,33.2
67787,2010-02-08,19.0,35.3
67788,2010-02-09,19.3,32.1
67789,2010-02-10,20.1,32.7
67790,2010-02-11,22.2,31.4
67791,2010-02-12,19.5,22.8
67792,2010-02-13,18.2,21.3
67793,2010-02-14,17.7,28.3
67794,2010-02-15,19.0,27.3
67795,2010-02-16,16.0,27.3
67796,2010-02-17,15.9,25.9
67797,2010-02-18,17.5,24.1
67798,2010-02-19,17.1,32.8
67799,2010-02-20,23.0,34.3
67800,2010-02-21,21.6,28.6
67801,2010-02-22,19.1,29.6
67802,2010-02-23,13.3,23.6
67803,2010-02-24,12.7,23.3
67804,2010-02-25,14.2,25.1
67805,2010-02-26,16.2,33.4
67806,2010-02-27,22.4,22.6
67807,2010-02-28,16.3,20.7
67808,2010-03-01,14.1,21.4
67809,2010-03-02,14.1,22.4
67810,2010-03-03,15.8,27.7
