,Date,MinTemp,MaxTemp
67811,2010-03-04,16.5,31.3
67812,2010-03-05,20.5,26.7
67813,2010-03-06,19.8,26.8
67814,2010-03-07,17.9,27.3
67815,2010-03-08,16.4,22.5
67816,2010-03-09,16.2,21.2
67817,2010-03-10,13.7,20.4
67818,2010-03-11,13.7,22.2
67819,2010-03-12,11.1,26.4
67820,2010-03-13,13.7,28.3
67821,2010-03-14,13.8,28.8
67822,2010-03-15,15.3,30.4
67823,2010-03-16,18.5,32.2
67824,2010-03-17,21.5,33.0
67825,2010-03-18,20.9,31.9
67826,2010-03-19,23.0,28.4
67827,2010-03-20,18.8,26.7
67828,2010-03-21,17.5,24.7
67829,2010-03-22,13.1,22.5
67830,2010-03-23,13.3,23.7
67831,2010-03-24,15.8,23.4
67832,2010-03-25,12.8,31.5
67833,2010-03-26,14.8,30.7
67834,2010-03-27,17.2,22.7
67835,2010-03-28,17.8,27.2
67836,2010-03-29,17.9,23.3
67837,2010-03-30,15.1,22.6
67838,2010-03-31,13.4,23.9
67839,2010-04-01,13.8,24.0
67840,2010-04-02,16.1,21.9
67841,2010-04-03,13.9,24.4
67842,2010-04-04,12.7,25.8
67843,2010-04-05,14.9,26.9
67844,2010-04-06,18.4,25.3
67845,2010-04-07,17.2,25.7
67846,2010-04-08,17.7,22.9
67847,2010-04-09,13.5,21.7
67848,2010-04-10,15.0,22.6
67849,2010-04-11,11.8,17.7
67850,2010-04-12,11.2,17.8
67851,2010-04-13,13.1,17.8
67852,2010-04-14,13.2,18.4
67853,2010-04-15,14.0,19.1
67854,2010-04-16,13.2,25.9
67855,2010-04-17,13.6,27.3
67856,2010-04-18,16.0,27.7
67857,2010-04-19,16.1,27.6
67858,2010-04-20,17.5,29.4
67859,2010-04-21,17.3,24.5
67860,2010-04-22,16.4,30.1
67861,2010-04-23,20.8,26.4
67862,2010-04-24,19.0,24.5
67863,2010-04-25,12.2,20.1
67864,2010-04-26,8.7,20.4
67865,2010-04-27,11.7,17.8
67866,2010-04-28,8.8,18.1
67867,2010-04-29,12.8,18.4
67868,2010-04-30,13.0,16.6
67869,2010-05-01,8.2,20.9
67870,2010-05-02,13.5,17.7
67871,2010-05-03,9.2,23.0
67872,2010-05-04,11.6,23.5
67873,2010-05-05,9.1,17.3
67874,2010-05-06,11.4,18.0
67875,2010-05-07,10.4,19.8
67876,2010-05-08,12.9,19.9
67877,2010-05-09,13.0,22.5
67878,2010-05-10,14.5,20.6
67879,2010-05-11,7.6,15.8
67880,2010-05-12,8.5,16.1
67881,2010-05-13,9.5,15.1
67882,2010-05-14,11.5,15.0
67883,2010-05-15,12.6,17.7
67884,2010-05-16,6.2,18.5
67885,2010-05-17,7.3,17.2
67886,2010-05-18,6.9,18.6
67887,2010-05-19,6.1,18.8
67888,2010-05-20,7.6,18.1
67889,2010-05-21,9.9,16.1
67890,2010-05-22,4.3,16.1
67891,2010-05-23,4.0,18.6
67892,2010-05-24,6.2,15.6
67893,2010-05-25,11.9,15.0
67894,2010-05-26,11.3,19.6
67895,2010-05-27,10.8,18.7
67896,2010-05-28,10.9,17.0
67897,2010-05-29,12.6,17.2
67898,2010-05-30,12.1,18.1
67899,2010-05-31,11.5,18.7
67900,2010-06-01,7.9,17.6
67901,2010-06-02,10.3,17.9
67902,2010-06-03,7.1,15.7
67903,2010-06-04,6.2,12.4
67904,2010-06-05,8.2,13.9
67905,2010-06-06,8.9,15.7
67906,2010-06-07,8.3,13.6
67907,2010-06-08,9.1,14.3
67908,2010-06-09,8.2,14.1
67909,2010-06-10,7.7,16.1
67910,2010-06-11,9.1,14.0
67911,2010-06-12,8.0,13.2
67912,2010-06-13,8.6,13.1
67913,2010-06-14,7.9,15.3
67914,2010-06-15,5.8,15.0
67915,2010-06-16,4.0,16.1
67916,2010-06-17,7.8,14.3
67917,2010-06-18,7.3,14.8
67918,2010-06-19,8.0,16.8
67919,2010-06-20,12.0,14.7
67920,2010-06-21,5.8,15.1
67921,2010-06-22,3.6,14.3
67922,2010-06-23,5.1,17.2
67923,2010-06-24,8.6,18.3
67924,2010-06-25,12.8,14.7
67925,2010-06-26,6.7,13.3
67926,2010-06-27,6.1,12.9
67927,2010-06-28,3.9,11.4
67928,2010-06-29,5.7,10.8
67929,2010-06-30,6.8,12.8
67930,2010-07-01,7.6,12.3
67931,2010-07-02,8.2,12.4
67932,2010-07-03,8.3,14.0
67933,2010-07-04,8.4,12.8
67934,2010-07-05,5.9,14.3
67935,2010-07-06,4.3,14.6
67936,2010-07-07,4.1,15.0
67937,2010-07-08,7.4,14.1
67938,2010-07-09,3.6,16.5
67939,2010-07-10,4.5,15.9
67940,2010-07-11,10.8,16.1
67941,2010-07-12,9.3,16.7
67942,2010-07-13,9.7,16.8
67943,2010-07-14,9.9,12.7
67944,2010-07-15,6.9,13.7
67945,2010-07-16,8.6,14.5
67946,2010-07-17,5.8,13.6
67947,2010-07-18,7.1,13.6
67948,2010-07-19,7.4,14.0
67949,2010-07-20,3.2,13.5
67950,2010-07-21,5.7,14.4
67951,2010-07-22,6.9,12.9
67952,2010-07-23,9.5,12.6
67953,2010-07-24,8.9,13.4
67954,2010-07-25,6.0,15.8
67955,2010-07-26,5.5,16.2
67956,2010-07-27,3.9,15.1
67957,2010-07-28,5.9,14.9
67958,2010-07-29,7.5,14.9
67959,2010-07-30,12.0,17.7
67960,2010-07-31,12.0,17.9
67961,2010-08-01,8.1,13.9
67962,2010-08-02,8.1,16.5
67963,2010-08-03,9.6,13.3
67964,2010-08-04,9.5,13.8
67965,2010-08-05,6.5,14.1
67966,2010-08-06,7.3,14.5
67967,2010-08-07,4.9,15.2
67968,2010-08-08,5.7,14.6
67969,2010-08-09,6.7,16.9
67970,2010-08-10,6.4,11.4
67971,2010-08-11,7.3,11.4
67972,2010-08-12,8.2,15.0
67973,2010-08-13,9.6,13.6
67974,2010-08-14,10.2,15.9
67975,2010-08-15,10.8,15.7
67976,2010-08-16,8.5,12.8
67977,2010-08-17,4.8,14.8
67978,2010-08-18,8.0,13.5
67979,2010-08-19,10.2,16.6
67980,2010-08-20,6.4,13.4
67981,2010-08-21,7.4,16.4
67982,2010-08-22,7.1,16.2
67983,2010-08-23,6.1,17.1
67984,2010-08-24,9.1,14.6
67985,2010-08-25,4.2,11.8
67986,2010-08-26,7.0,14.9
67987,2010-08-27,7.2,13.8
67988,2010-08-28,7.9,16.1
67989,2010-08-29,8.9,15.0
67990,2010-08-30,5.8,18.6
67991,2010-08-31,8.9,14.1
67992,2010-09-01,11.1,13.3
67993,2010-09-02,9.3,15.4
67994,2010-09-03,7.3,16.6
67995,2010-09-04,8.8,19.0
67996,2010-09-05,10.9,17.1
67997,2010-09-06,8.4,15.4
67998,2010-09-07,7.4,15.8
67999,2010-09-08,5.2,17.2
68000,2010-09-09,9.1,18.3
68001,2010-09-10,9.4,14.4
68002,2010-09-11,8.5,18.5
68003,2010-09-12,10.5,16.5
68004,2010-09-13,10.9,15.5
68005,2010-09-14,6.4,15.6
68006,2010-09-15,9.4,16.5
68007,2010-09-16,8.4,14.9
68008,2010-09-17,8.7,14.9
68009,2010-09-18,10.1,17.0
68010,2010-09-19,9.3,16.7
68011,2010-09-20,10.1,16.8
68012,2010-09-21,10.9,15.4
68013,2010-09-22,9.8,16.6
68014,2010-09-23,10.9,16.2
68015,2010-09-24,9.8,17.0
68016,2010-09-25,10.9,19.9
68017,2010-09-26,9.9,22.1
68018,2010-09-27,12.8,17.3
68019,2010-09-28,8.0,15.2
68020,2010-09-29,5.8,15.3
68021,2010-09-30,5.8,15.6
68022,2010-10-01,7.5,18.4
68023,2010-10-02,6.2,21.0
68024,2010-10-03,11.1,25.0
68025,2010-10-04,15.5,23.5
68026,2010-10-05,13.2,20.6
68027,2010-10-06,11.2,23.9
68028,2010-10-07,7.7,17.5
68029,2010-10-08,10.2,17.4
68030,2010-10-09,9.3,19.1
68031,2010-10-10,10.4,25.2
68032,2010-10-11,11.7,25.2
68033,2010-10-12,18.3,23.4
68034,2010-10-13,14.3,14.8
68035,2010-10-14,11.2,21.2
68036,2010-10-15,12.1,12.7
68037,2010-10-16,4.7,14.6
68038,2010-10-17,6.9,17.7
68039,2010-10-18,10.0,18.9
68040,2010-10-19,9.6,17.4
68041,2010-10-20,7.1,19.6
68042,2010-10-21,8.4,25.7
68043,2010-10-22,12.2,28.9
68044,2010-10-23,12.8,17.3
68045,2010-10-24,11.1,17.4
68046,2010-10-25,7.9,20.5
68047,2010-10-26,10.7,22.5
68048,2010-10-27,12.7,19.0
68049,2010-10-28,10.2,23.9
68050,2010-10-29,13.9,28.4
68051,2010-10-30,18.8,22.3
68052,2010-10-31,11.7,17.2
68053,2010-11-01,9.2,16.7
68054,2010-11-02,10.5,19.0
68055,2010-11-03,10.3,16.6
68056,2010-11-04,9.1,18.2
68057,2010-11-05,8.8,22.7
68058,2010-11-06,10.3,24.6
68059,2010-11-07,14.8,24.4
68060,2010-11-08,14.0,23.8
68061,2010-11-09,13.5,29.1
68062,2010-11-10,18.2,25.6
68063,2010-11-11,14.0,30.7
68064,2010-11-12,16.3,31.0
68065,2010-11-13,15.0,15.8
68066,2010-11-14,13.1,19.8
68067,2010-11-15,11.7,19.4
68068,2010-11-16,10.1,18.6
68069,2010-11-17,8.9,23.4
68070,2010-11-18,13.7,17.6
68071,2010-11-19,9.6,20.3
68072,2010-11-20,9.9,22.8
68073,2010-11-21,11.9,22.0
68074,2010-11-22,13.7,33.3
68075,2010-11-23,20.6,32.3
68076,2010-11-24,21.7,31.5
68077,2010-11-25,19.6,23.5
68078,2010-11-26,16.0,25.1
68079,2010-11-27,17.3,23.8
68080,2010-11-28,13.0,16.6
68081,2010-11-29,13.6,22.2
68082,2010-11-30,13.2,25.4
68083,2010-12-01,16.5,26.6
68084,2010-12-02,17.2,27.2
68085,2010-12-03,17.2,30.0
68086,2010-12-04,19.4,30.8
68087,2010-12-05,18.3,29.7
68088,2010-12-06,18.2,30.9
68089,2010-12-07,21.5,28.2
68090,2010-12-08,22.6,25.5
68091,2010-12-09,16.4,25.0
68092,2010-12-10,14.0,21.1
68093,2010-12-11,13.5,23.1
68094,2010-12-12,13.2,19.4
68095,2010-12-13,11.8,23.1
68096,2010-12-14,14.4,28.0
68097,2010-12-15,18.1,25.9
68098,2010-12-16,12.7,22.0
68099,2010-12-17,12.1,23.8
68100,2010-12-18,12.2,19.0
68101,2010-12-19,11.3,19.1
68102,2010-12-20,9.9,19.3
68103,2010-12-21,11.1,18.3
68104,2010-12-22,10.6,25.7
68105,2010-12-23,14.1,20.6
68106,2010-12-24,11.5,23.5
68107,2010-12-25,14.0,26.2
68108,2010-12-26,15.8,20.4
68109,2010-12-27,10.5,18.0
68110,2010-12-28,9.0,22.8
68111,2010-12-29,13.7,30.3
68112,2010-12-30,14.2,23.7
68113,2010-12-31,14.9,41.1
68114,2011-01-01,17.1,23.1
68115,2011-01-02,15.3,21.6
68116,2011-01-03,14.5,20.9
68117,2011-01-04,12.7,22.0
68118,2011-01-05,14.6,21.9
68119,2011-01-06,15.9,30.8
68120,2011-01-07,17.9,33.4
68121,2011-01-08,23.0,34.5
68122,2011-01-09,18.1,22.7
68123,2011-01-10,18.7,25.0
68124,2011-01-11,20.1,26.3
68125,2011-01-12,20.9,27.6
68126,2011-01-13,22.5,27.8
68127,2011-01-14,20.5,26.9
68128,2011-01-15,18.5,29.5
68129,2011-01-16,18.3,26.2
68130,2011-01-17,15.6,21.3
68131,2011-01-18,15.5,21.9
68132,2011-01-19,15.3,22.5
68133,2011-01-20,13.3,28.4
68134,2011-01-21,16.6,32.3
68135,2011-01-22,16.9,27.5
68136,2011-01-23,18.3,29.0
68137,2011-01-24,15.1,21.7
68138,2011-01-25,14.5,27.7
68139,2011-01-26,16.0,21.6
68140,2011-01-27,14.9,25.7
68141,2011-01-28,16.4,23.1
68142,2011-01-29,13.4,28.0
68143,2011-01-30,16.4,38.1
68144,2011-01-31,20.1,32.5
68145,2011-02-01,24.5,40.2
68146,2011-02-02,17.5,27.8
68147,2011-02-03,18.6,25.6
68148,2011-02-04,18.2,30.4
68149,2011-02-05,18.1,20.3
68150,2011-02-06,12.4,20.4
68151,2011-02-07,10.8,21.5
68152,2011-02-08,14.6,22.1
68153,2011-02-09,12.9,27.9
68154,2011-02-10,14.7,29.5
68155,2011-02-11,20.9,25.8
68156,2011-02-12,15.4,21.1
68157,2011-02-13,13.4,22.1
68158,2011-02-14,14.2,24.6
68159,2011-02-15,16.6,30.3
68160,2011-02-16,18.8,29.5
68161,2011-02-17,19.5,27.9
68162,2011-02-18,19.3,29.4
68163,2011-02-19,19.8,28.7
68164,2011-02-20,16.6,22.0
68165,2011-02-21,11.8,19.6
68166,2011-02-22,13.9,21.3
68167,2011-02-23,15.5,23.8
68168,2011-02-24,13.7,25.0
68169,2011-02-25,15.8,23.8
68170,2011-02-26,15.6,29.8
68171,2011-02-27,18.0,19.1
68172,2011-02-28,16.0,18.0
68173,2011-03-01,14.3,19.5
68174,2011-03-02,11.1,19.8
68175,2011-03-03,13.6,20.1
68176,2011-03-04,13.6,18.6
68177,2011-03-05,10.8,24.5
68178,2011-03-06,11.3,28.0
68179,2011-03-07,15.6,29.2
68180,2011-03-08,19.4,27.2
68181,2011-03-09,19.4,23.8
68182,2011-03-10,15.2,18.7
68183,2011-03-11,15.4,27.1
68184,2011-03-12,17.7,30.7
68185,2011-03-13,20.8,32.5
68186,2011-03-14,15.0,23.7
68187,2011-03-15,12.3,25.6
68188,2011-03-16,15.4,22.0
68189,2011-03-17,14.4,18.9
68190,2011-03-18,14.2,19.5
68191,2011-03-19,12.8,23.5
68192,2011-03-20,13.6,30.1
68193,2011-03-21,16.8,24.9
68194,2011-03-22,19.1,24.0
68195,2011-03-23,16.4,23.1
68196,2011-03-24,15.2,19.7
68197,2011-03-25,13.6,19.0
68198,2011-03-26,15.0,18.0
68199,2011-03-27,14.6,20.3
68200,2011-03-28,13.7,24.3
68201,2011-03-29,12.9,29.0
68202,2011-03-30,14.4,22.6
68203,2011-03-31,13.8,19.8
68204,2011-05-01,13.2,21.0
68205,2011-05-02,13.1,18.8
68206,2011-05-03,11.1,18.6
68207,2011-05-04,10.8,17.8
68208,2011-05-05,12.5,14.8
68209,2011-05-06,11.4,15.5
68210,2011-05-07,6.1,16.0
68211,2011-05-08,7.8,15.6
68212,2011-05-09,9.5,15.1
68213,2011-05-10,3.5,14.6
68214,2011-05-11,6.9,12.2
68215,2011-05-12,5.6,14.0
68216,2011-05-13,8.4,15.9
68217,2011-05-14,7.7,14.9
68218,2011-05-15,8.3,15.1
68219,2011-05-16,11.0,15.1
68220,2011-05-17,10.6,16.1
68221,2011-05-18,6.7,15.5
68222,2011-05-19,10.1,18.3
68223,2011-05-20,11.9,19.5
68224,2011-05-21,11.9,21.3
68225,2011-05-22,13.8,19.0
68226,2011-05-23,13.4,18.3
68227,2011-05-24,9.8,16.6
68228,2011-05-25,10.0,15.6
68229,2011-05-26,9.6,14.5
68230,2011-05-27,10.0,15.5
68231,2011-05-28,10.5,13.8
68232,2011-05-29,10.5,14.3
68233,2011-05-30,5.8,16.5
68234,2011-05-31,6.9,16.0
68235,2011-06-01,3.4,18.3
68236,2011-06-02,6.1,19.5
68237,2011-06-03,12.2,17.0
68238,2011-06-04,11.7,16.9
68239,2011-06-05,7.7,16.3
68240,2011-06-06,5.6,13.8
68241,2011-06-07,7.0,10.9
68242,2011-06-08,4.9,12.0
68243,2011-06-09,6.8,15.8
68244,2011-06-10,9.8,16.2
68245,2011-06-11,10.1,16.3
68246,2011-06-12,6.7,15.3
68247,2011-06-13,7.3,15.6
68248,2011-06-14,7.5,14.1
68249,2011-06-15,4.6,15.0
68250,2011-06-16,4.0,15.7
68251,2011-06-17,6.3,14.4
68252,2011-06-18,9.4,16.8
68253,2011-06-19,10.4,17.0
68254,2011-06-20,11.0,16.2
68255,2011-06-21,7.6,12.5
68256,2011-06-22,7.3,13.9
68257,2011-06-23,9.4,16.2
68258,2011-06-24,11.0,18.2
68259,2011-06-25,11.5,17.0
68260,2011-06-26,8.9,15.0
68261,2011-06-27,9.1,17.0
68262,2011-06-28,6.8,15.2
68263,2011-06-29,4.5,18.4
68264,2011-06-30,6.5,17.6
68265,2011-07-01,8.3,17.3
68266,2011-07-02,8.7,16.5
68267,2011-07-03,10.3,13.6
68268,2011-07-04,10.0,15.8
68269,2011-07-05,9.3,12.7
68270,2011-07-06,8.9,14.2
68271,2011-07-07,6.4,11.5
68272,2011-07-08,6.6,12.5
68273,2011-07-09,8.4,14.8
68274,2011-07-10,7.6,13.4
68275,2011-07-11,7.4,13.5
68276,2011-07-12,9.1,13.6
68277,2011-07-13,9.7,13.7
68278,2011-07-14,7.3,14.8
68279,2011-07-15,5.4,14.1
68280,2011-07-16,2.8,15.8
68281,2011-07-17,4.6,14.1
68282,2011-07-18,9.1,12.8
68283,2011-07-19,9.5,16.4
68284,2011-07-20,10.4,12.9
68285,2011-07-21,7.8,13.4
68286,2011-07-22,8.9,17.5
68287,2011-07-23,5.5,13.0
68288,2011-07-24,6.7,12.8
68289,2011-07-25,9.1,14.0
68290,2011-07-26,7.9,14.1
68291,2011-07-27,2.7,15.1
68292,2011-07-28,4.6,16.0
68293,2011-07-29,7.4,17.5
68294,2011-07-30,8.4,15.4
68295,2011-07-31,10.9,19.4
68296,2011-08-01,11.2,18.6
68297,2011-08-02,11.7,20.2
68298,2011-08-03,12.6,23.2
68299,2011-08-04,15.5,21.0
68300,2011-08-05,13.3,18.4
68301,2011-08-06,10.4,15.1
68302,2011-08-07,6.1,14.4
68303,2011-08-08,8.3,14.5
68304,2011-08-09,7.0,12.6
68305,2011-08-10,8.1,12.6
68306,2011-08-11,9.7,16.1
68307,2011-08-12,3.5,13.3
68308,2011-08-13,4.5,13.8
68309,2011-08-14,6.9,17.9
68310,2011-08-15,8.6,15.5
68311,2011-08-16,10.2,21.2
68312,2011-08-17,13.9,15.5
68313,2011-08-18,8.0,14.1
68314,2011-08-19,10.0,17.3
68315,2011-08-20,9.8,18.5
68316,2011-08-21,6.1,21.4
68317,2011-08-22,6.5,19.8
68318,2011-08-23,9.1,19.9
68319,2011-08-24,7.5,20.5
68320,2011-08-25,11.4,21.7
68321,2011-08-26,8.0,16.5
68322,2011-08-27,8.9,19.1
68323,2011-08-28,8.0,19.2
68324,2011-08-29,11.1,15.9
68325,2011-08-30,5.1,15.3
68326,2011-08-31,8.6,15.4
68327,2011-09-01,9.5,16.7
68328,2011-09-02,8.9,21.7
68329,2011-09-03,10.3,22.1
68330,2011-09-04,16.1,21.5
68331,2011-09-05,8.8,22.3
68332,2011-09-06,12.1,16.7
68333,2011-09-07,6.9,16.1
68334,2011-09-08,5.4,16.6
68335,2011-09-09,7.6,15.6
68336,2011-09-10,7.1,16.1
68337,2011-09-11,8.4,16.0
68338,2011-09-12,9.5,14.4
68339,2011-09-13,10.8,19.2
68340,2011-09-14,11.6,18.5
68341,2011-09-15,5.7,17.8
68342,2011-09-16,9.7,22.3
68343,2011-09-17,8.1,25.4
68344,2011-09-18,12.4,20.4
68345,2011-09-19,9.5,28.3
68346,2011-09-20,10.7,17.6
68347,2011-09-21,9.5,20.7
68348,2011-09-22,12.4,25.0
68349,2011-09-23,11.3,16.4
68350,2011-09-24,8.5,15.3
68351,2011-09-25,8.9,19.7
68352,2011-09-26,7.1,20.9
68353,2011-09-27,12.1,22.5
68354,2011-09-28,13.7,22.3
68355,2011-09-29,11.7,16.3
68356,2011-09-30,9.5,17.6
68357,2011-10-01,9.0,14.0
68358,2011-10-02,9.2,17.6
68359,2011-10-03,5.6,19.0
68360,2011-10-04,7.2,22.5
68361,2011-10-05,11.0,21.9
68362,2011-10-06,12.8,20.7
68363,2011-10-07,13.1,20.5
68364,2011-10-08,12.7,19.9
68365,2011-10-09,12.1,16.1
68366,2011-10-10,7.4,16.1
68367,2011-10-11,10.1,16.8
68368,2011-10-12,9.4,17.4
68369,2011-10-13,7.8,21.2
68370,2011-10-14,10.4,26.3
68371,2011-10-15,15.6,24.0
68372,2011-10-16,10.5,18.4
68373,2011-10-17,7.7,18.7
68374,2011-10-18,7.5,25.1
68375,2011-10-19,12.9,29.2
68376,2011-10-20,19.7,29.2
68377,2011-10-21,14.8,16.0
68378,2011-10-22,13.2,18.1
68379,2011-10-23,13.4,30.3
68380,2011-10-24,13.8,18.4
68381,2011-10-25,10.7,17.6
68382,2011-10-26,10.3,20.7
68383,2011-10-27,11.9,25.9
68384,2011-10-28,16.8,26.4
68385,2011-10-29,15.4,22.9
68386,2011-10-30,10.5,17.4
68387,2011-10-31,10.9,17.0
68388,2011-11-01,11.8,17.9
68389,2011-11-02,12.6,15.8
68390,2011-11-03,11.3,18.1
68391,2011-11-04,12.6,20.5
68392,2011-11-05,10.1,30.6
68393,2011-11-06,17.7,26.7
68394,2011-11-07,14.6,28.8
68395,2011-11-08,16.8,26.9
68396,2011-11-09,18.3,29.1
68397,2011-11-10,14.5,22.7
68398,2011-11-11,11.8,24.2
68399,2011-11-12,14.9,24.4
68400,2011-11-13,15.0,25.3
68401,2011-11-14,15.9,26.0
68402,2011-11-15,12.7,30.1
68403,2011-11-16,13.6,20.8
68404,2011-11-17,10.4,28.2
68405,2011-11-18,15.2,35.0
68406,2011-11-19,18.7,22.2
68407,2011-11-20,13.1,23.3
68408,2011-11-21,10.7,22.4
68409,2011-11-22,12.9,20.2
68410,2011-11-23,12.2,20.4
68411,2011-11-24,11.3,25.3
68412,2011-11-25,14.6,24.8
68413,2011-11-26,16.9,19.1
68414,2011-11-27,13.0,22.9
68415,2011-11-28,15.2,28.9
68416,2011-11-29,18.4,34.7
68417,2011-11-30,15.9,19.3
68418,2011-12-01,9.9,18.7
68419,2011-12-02,10.7,20.6
68420,2011-12-03,13.1,20.2
68421,2011-12-04,11.8,18.6
68422,2011-12-05,8.6,21.4
68423,2011-12-06,10.5,25.9
